Starting grid search with num_random_contexts=1 and embedding_pool_strategy=last
Model name: meta-llama/Llama-3.1-8B-Instruct
Context sample strategy: random
Num random contexts: 1
Embedding pool strategy: last
Num train epochs: 10
Force reload data: false
VPL data for PRISM already exists. Skipping data generation.
20744 5134
trainable params: 71,303,168 || all params: 7,593,005,056 || trainable%: 0.9391
{'train_recon_loss': 0.6928728222846985, 'train_kld': 1.544816404930316e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.08184814453125, 'rewards_rejected': -0.0823974609375, 'embeddings_chosen': 0.0003662109375, 'embeddings_rejected': 9.441375732421875e-05, 'mean': -0.0033654682338237762, 'log_var': 0.004898861516267061, 'epoch': 0}
{'train_recon_loss': 0.6905275583267212, 'train_kld': 9.899738506646827e-05, 'train_accuracy': 1.0, 'rewards_chosen': -0.05584716796875, 'rewards_rejected': -0.06109619140625, 'embeddings_chosen': 0.0004329681396484375, 'embeddings_rejected': 0.0003376007080078125, 'mean': -0.0028881842736154795, 'log_var': 0.004027649760246277, 'epoch': 0.01}
{'train_recon_loss': 0.6878577470779419, 'train_kld': 0.00010720673890318722, 'train_accuracy': 1.0, 'rewards_chosen': -0.03863811492919922, 'rewards_rejected': -0.04925537109375, 'embeddings_chosen': 0.00022411346435546875, 'embeddings_rejected': 0.00018024444580078125, 'mean': -0.004032671917229891, 'log_var': 0.0061492761597037315, 'epoch': 0.01}
{'train_recon_loss': 0.6960389614105225, 'train_kld': 9.776343358680606e-05, 'train_accuracy': 0.0, 'rewards_chosen': -0.063018798828125, 'rewards_rejected': -0.0572509765625, 'embeddings_chosen': 0.00032806396484375, 'embeddings_rejected': 0.00028228759765625, 'mean': -0.0028691275510936975, 'log_var': 0.004141228273510933, 'epoch': 0.01}
{'train_recon_loss': 0.6916667222976685, 'train_kld': 9.296329517383128e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.063720703125, 'rewards_rejected': -0.066741943359375, 'embeddings_chosen': 0.000415802001953125, 'embeddings_rejected': -6.628036499023438e-05, 'mean': -0.0016599162481725216, 'log_var': 0.005504347383975983, 'epoch': 0.01}
{'train_recon_loss': 0.6989350318908691, 'train_kld': 9.753277845447883e-05, 'train_accuracy': 0.0, 'rewards_chosen': -0.0596923828125, 'rewards_rejected': -0.04815673828125, 'embeddings_chosen': -8.678436279296875e-05, 'embeddings_rejected': 0.0002536773681640625, 'mean': -0.001858289586380124, 'log_var': 0.004866295959800482, 'epoch': 0.01}
{'train_recon_loss': 0.6927435398101807, 'train_kld': 0.00010120252409251407, 'train_accuracy': 0.75, 'rewards_chosen': -0.0536041259765625, 'rewards_rejected': -0.054412841796875, 'embeddings_chosen': 0.00054168701171875, 'embeddings_rejected': 0.000522613525390625, 'mean': -0.0032045026309788227, 'log_var': 0.006062130443751812, 'epoch': 0.01}
{'train_recon_loss': 0.6871486902236938, 'train_kld': 9.964477067114785e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.0574951171875, 'rewards_rejected': -0.069580078125, 'embeddings_chosen': 0.0002689361572265625, 'embeddings_rejected': 0.0001468658447265625, 'mean': -0.0026052622124552727, 'log_var': 0.00503594521433115, 'epoch': 0.02}
{'train_recon_loss': 0.6887240409851074, 'train_kld': 0.00010190699686063454, 'train_accuracy': 0.75, 'rewards_chosen': -0.042633056640625, 'rewards_rejected': -0.051513671875, 'embeddings_chosen': 0.000385284423828125, 'embeddings_rejected': 0.0005035400390625, 'mean': -0.0023188574705272913, 'log_var': 0.005158073268830776, 'epoch': 0.02}
{'train_recon_loss': 0.6893885731697083, 'train_kld': 9.442104055779055e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.05169677734375, 'rewards_rejected': -0.05926513671875, 'embeddings_chosen': 0.00010538101196289062, 'embeddings_rejected': 0.0001678466796875, 'mean': -0.00330600468441844, 'log_var': 0.005530262365937233, 'epoch': 0.02}
{'train_recon_loss': 0.6917214393615723, 'train_kld': 0.00010241958807455376, 'train_accuracy': 0.5, 'rewards_chosen': -0.06500244140625, 'rewards_rejected': -0.06787109375, 'embeddings_chosen': -4.458427429199219e-05, 'embeddings_rejected': 0.00024318695068359375, 'mean': -0.001462820335291326, 'log_var': 0.003788246074691415, 'epoch': 0.02}
{'train_recon_loss': 0.6947382688522339, 'train_kld': 9.987598605221137e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.0374755859375, 'rewards_rejected': -0.0343170166015625, 'embeddings_chosen': 0.0003223419189453125, 'embeddings_rejected': 0.00031280517578125, 'mean': -0.0032572865020483732, 'log_var': 0.00627067731693387, 'epoch': 0.02}
{'train_recon_loss': 0.6877926588058472, 'train_kld': 9.940722520695999e-05, 'train_accuracy': 1.0, 'rewards_chosen': -0.038055419921875, 'rewards_rejected': -0.048828125, 'embeddings_chosen': -0.0001468658447265625, 'embeddings_rejected': 7.05718994140625e-05, 'mean': -0.0029309995006769896, 'log_var': 0.0052146269008517265, 'epoch': 0.02}
{'train_recon_loss': 0.6969830989837646, 'train_kld': 0.00010057029430754483, 'train_accuracy': 0.25, 'rewards_chosen': -0.05987548828125, 'rewards_rejected': -0.05224609375, 'embeddings_chosen': 0.0002689361572265625, 'embeddings_rejected': 0.0004215240478515625, 'mean': -0.003191869705915451, 'log_var': 0.005448231473565102, 'epoch': 0.02}
{'train_recon_loss': 0.6928807497024536, 'train_kld': 9.404931188328192e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.03924560546875, 'rewards_rejected': -0.039794921875, 'embeddings_chosen': 0.000392913818359375, 'embeddings_rejected': 0.00012493133544921875, 'mean': -0.0020043598487973213, 'log_var': 0.005560849793255329, 'epoch': 0.02}
{'train_recon_loss': 0.6859375238418579, 'train_kld': 0.00010872483835555613, 'train_accuracy': 0.75, 'rewards_chosen': -0.05316162109375, 'rewards_rejected': -0.06768798828125, 'embeddings_chosen': 0.000461578369140625, 'embeddings_rejected': 0.0004863739013671875, 'mean': -0.0030973870307207108, 'log_var': 0.004736014641821384, 'epoch': 0.02}
{'train_recon_loss': 0.6908236145973206, 'train_kld': 0.00010087690316140652, 'train_accuracy': 0.5, 'rewards_chosen': -0.041595458984375, 'rewards_rejected': -0.046295166015625, 'embeddings_chosen': 0.000335693359375, 'embeddings_rejected': 4.935264587402344e-05, 'mean': -0.002104138256981969, 'log_var': 0.004983746446669102, 'epoch': 0.02}
{'train_recon_loss': 0.6929059028625488, 'train_kld': 9.761423279996961e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.069580078125, 'rewards_rejected': -0.070068359375, 'embeddings_chosen': 0.00022411346435546875, 'embeddings_rejected': 0.0003948211669921875, 'mean': -0.002351544564589858, 'log_var': 0.005094322841614485, 'epoch': 0.02}
{'train_recon_loss': 0.6892861127853394, 'train_kld': 9.189349657390267e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.026947021484375, 'rewards_rejected': -0.034759521484375, 'embeddings_chosen': 0.000385284423828125, 'embeddings_rejected': 0.00018596649169921875, 'mean': -0.0023297485895454884, 'log_var': 0.004985095001757145, 'epoch': 0.02}
{'train_recon_loss': 0.697289764881134, 'train_kld': 0.00010923870286205783, 'train_accuracy': 0.0, 'rewards_chosen': -0.0346832275390625, 'rewards_rejected': -0.026458740234375, 'embeddings_chosen': 0.0001220703125, 'embeddings_rejected': 0.0003185272216796875, 'mean': -0.004002360627055168, 'log_var': 0.004797225818037987, 'epoch': 0.02}
{'train_recon_loss': 0.6942778825759888, 'train_kld': 0.00010354172991355881, 'train_accuracy': 0.25, 'rewards_chosen': -0.0501708984375, 'rewards_rejected': -0.04791259765625, 'embeddings_chosen': 0.0002498626708984375, 'embeddings_rejected': 0.000652313232421875, 'mean': -0.0030076317489147186, 'log_var': 0.0048081399872899055, 'epoch': 0.02}
{'train_recon_loss': 0.6900908350944519, 'train_kld': 8.879486995283514e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.01715087890625, 'rewards_rejected': -0.0233154296875, 'embeddings_chosen': 0.000499725341796875, 'embeddings_rejected': 0.000518798828125, 'mean': -0.002371611073613167, 'log_var': 0.0040074000135064125, 'epoch': 0.02}
{'train_recon_loss': 0.687200665473938, 'train_kld': 9.953695553122088e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.02081298828125, 'rewards_rejected': -0.03277587890625, 'embeddings_chosen': -0.0001163482666015625, 'embeddings_rejected': 0.0003185272216796875, 'mean': -0.0030140788294374943, 'log_var': 0.004819291178137064, 'epoch': 0.02}
{'train_recon_loss': 0.6915918588638306, 'train_kld': 9.937150025507435e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.00182342529296875, 'rewards_rejected': -0.0049591064453125, 'embeddings_chosen': 0.00018310546875, 'embeddings_rejected': 0.00013065338134765625, 'mean': -0.0032093750778585672, 'log_var': 0.003941635601222515, 'epoch': 0.02}
{'train_recon_loss': 0.6946418285369873, 'train_kld': 9.682605013949797e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.022823333740234375, 'rewards_rejected': -0.0198516845703125, 'embeddings_chosen': 0.00021457672119140625, 'embeddings_rejected': -3.0159950256347656e-05, 'mean': -0.0022607939317822456, 'log_var': 0.004531933460384607, 'epoch': 0.02}
{'train_recon_loss': 0.6944306492805481, 'train_kld': 9.593733557267115e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.0423431396484375, 'rewards_rejected': -0.03978157043457031, 'embeddings_chosen': 0.0002593994140625, 'embeddings_rejected': 0.0002536773681640625, 'mean': -0.0036099557764828205, 'log_var': 0.003909758757799864, 'epoch': 0.02}
{'train_recon_loss': 0.689590573310852, 'train_kld': 8.778714982327074e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.00894927978515625, 'rewards_rejected': -0.016143798828125, 'embeddings_chosen': 0.00023651123046875, 'embeddings_rejected': 0.000423431396484375, 'mean': -0.002860478824004531, 'log_var': 0.0029783332720398903, 'epoch': 0.02}
{'train_recon_loss': 0.6950218677520752, 'train_kld': 0.00010739911522250623, 'train_accuracy': 0.25, 'rewards_chosen': -0.014614105224609375, 'rewards_rejected': -0.010870754718780518, 'embeddings_chosen': 0.00023174285888671875, 'embeddings_rejected': 0.000446319580078125, 'mean': -0.0030499398708343506, 'log_var': 0.004000965505838394, 'epoch': 0.02}
{'train_recon_loss': 0.6905059218406677, 'train_kld': 0.00010097173071699217, 'train_accuracy': 0.5, 'rewards_chosen': -0.026294708251953125, 'rewards_rejected': -0.031620025634765625, 'embeddings_chosen': 0.0003108978271484375, 'embeddings_rejected': 0.0004291534423828125, 'mean': -0.003583964891731739, 'log_var': 0.004246089141815901, 'epoch': 0.02}
{'train_recon_loss': 0.6967138051986694, 'train_kld': 0.00010597412619972602, 'train_accuracy': 0.0, 'rewards_chosen': -0.0403900146484375, 'rewards_rejected': -0.03327178955078125, 'embeddings_chosen': 0.0003414154052734375, 'embeddings_rejected': 0.000331878662109375, 'mean': -0.004156388808041811, 'log_var': 0.00479565653949976, 'epoch': 0.02}
{'train_recon_loss': 0.6860791444778442, 'train_kld': 0.00010800277959788218, 'train_accuracy': 0.75, 'rewards_chosen': -0.05126953125, 'rewards_rejected': -0.065582275390625, 'embeddings_chosen': 0.000484466552734375, 'embeddings_rejected': 0.0001678466796875, 'mean': -0.0036259531043469906, 'log_var': 0.0029019827488809824, 'epoch': 0.02}
{'train_recon_loss': 0.6907072067260742, 'train_kld': 9.642527584219351e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.0207366943359375, 'rewards_rejected': -0.0256500244140625, 'embeddings_chosen': 0.0003147125244140625, 'embeddings_rejected': 0.0002002716064453125, 'mean': -0.0025895386934280396, 'log_var': 0.002504824660718441, 'epoch': 0.02}
{'train_recon_loss': 0.683982253074646, 'train_kld': 0.00010664494766388088, 'train_accuracy': 0.75, 'rewards_chosen': -0.0117645263671875, 'rewards_rejected': -0.03031158447265625, 'embeddings_chosen': 0.00020122528076171875, 'embeddings_rejected': 0.00043487548828125, 'mean': -0.003491815412417054, 'log_var': 0.0053630247712135315, 'epoch': 0.02}
{'train_recon_loss': 0.7000250816345215, 'train_kld': 0.00010216279770247638, 'train_accuracy': 0.25, 'rewards_chosen': -0.0340728759765625, 'rewards_rejected': -0.020443439483642578, 'embeddings_chosen': 0.000518798828125, 'embeddings_rejected': 0.000782012939453125, 'mean': -0.0033656160812824965, 'log_var': 0.004235425963997841, 'epoch': 0.02}
{'train_recon_loss': 0.7009828090667725, 'train_kld': 9.349054744234309e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.03192901611328125, 'rewards_rejected': -0.016454696655273438, 'embeddings_chosen': 0.000484466552734375, 'embeddings_rejected': 0.000476837158203125, 'mean': -0.003545992774888873, 'log_var': 0.004564488306641579, 'epoch': 0.02}
{'train_recon_loss': 0.6900098323822021, 'train_kld': 9.605392551748082e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.01274871826171875, 'rewards_rejected': -0.019041061401367188, 'embeddings_chosen': 0.0003032684326171875, 'embeddings_rejected': 0.00022983551025390625, 'mean': -0.0015185093507170677, 'log_var': 0.0038458858616650105, 'epoch': 0.02}
{'train_recon_loss': 0.704980731010437, 'train_kld': 9.093531116377562e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.060791015625, 'rewards_rejected': -0.0373992919921875, 'embeddings_chosen': -2.944469451904297e-05, 'embeddings_rejected': 0.0002574920654296875, 'mean': -0.00386977125890553, 'log_var': 0.004015764221549034, 'epoch': 0.02}
{'train_recon_loss': 0.7082972526550293, 'train_kld': 9.87643506960012e-05, 'train_accuracy': 0.0, 'rewards_chosen': -0.06707763671875, 'rewards_rejected': -0.037109375, 'embeddings_chosen': 2.4437904357910156e-05, 'embeddings_rejected': 0.00011014938354492188, 'mean': -0.0037367367185652256, 'log_var': 0.004410897381603718, 'epoch': 0.02}
{'train_recon_loss': 0.698358416557312, 'train_kld': 9.04370317584835e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.0543212890625, 'rewards_rejected': -0.043975830078125, 'embeddings_chosen': 0.00038909912109375, 'embeddings_rejected': 0.000263214111328125, 'mean': -0.0023650196380913258, 'log_var': 0.0044512758031487465, 'epoch': 0.02}
{'train_recon_loss': 0.6852164268493652, 'train_kld': 9.379631228512153e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.026580810546875, 'rewards_rejected': -0.0426177978515625, 'embeddings_chosen': 0.000156402587890625, 'embeddings_rejected': 8.916854858398438e-05, 'mean': -0.003328594844788313, 'log_var': 0.004942622967064381, 'epoch': 0.02}
{'train_recon_loss': 0.6817047595977783, 'train_kld': 9.7649623057805e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.008087158203125, 'rewards_rejected': -0.0313878059387207, 'embeddings_chosen': -0.0001811981201171875, 'embeddings_rejected': -4.363059997558594e-05, 'mean': -0.00253849383443594, 'log_var': 0.005319864489138126, 'epoch': 0.02}
{'train_recon_loss': 0.6881535053253174, 'train_kld': 0.00010439922334626317, 'train_accuracy': 0.75, 'rewards_chosen': -0.0438079833984375, 'rewards_rejected': -0.0538330078125, 'embeddings_chosen': 0.0003490447998046875, 'embeddings_rejected': 0.0001583099365234375, 'mean': -0.003088110126554966, 'log_var': 0.005109953694045544, 'epoch': 0.02}
{'train_recon_loss': 0.6829402446746826, 'train_kld': 9.966723155230284e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.04257011413574219, 'rewards_rejected': -0.06341552734375, 'embeddings_chosen': 4.291534423828125e-05, 'embeddings_rejected': 0.000232696533203125, 'mean': -0.0022198413498699665, 'log_var': 0.006368334870785475, 'epoch': 0.02}
{'train_recon_loss': 0.6968004107475281, 'train_kld': 9.866526670521125e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.02960205078125, 'rewards_rejected': -0.022350311279296875, 'embeddings_chosen': 0.00026702880859375, 'embeddings_rejected': 0.0004215240478515625, 'mean': -0.0033458275720477104, 'log_var': 0.005630578380078077, 'epoch': 0.02}
{'train_recon_loss': 0.6809953451156616, 'train_kld': 9.801329724723473e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.00634765625, 'rewards_rejected': -0.0309906005859375, 'embeddings_chosen': 0.000247955322265625, 'embeddings_rejected': 0.0003528594970703125, 'mean': -0.0031645488925278187, 'log_var': 0.0063490839675068855, 'epoch': 0.02}
{'train_recon_loss': 0.6869935989379883, 'train_kld': 9.668046550359577e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.0176239013671875, 'rewards_rejected': -0.03009033203125, 'embeddings_chosen': 0.00015735626220703125, 'embeddings_rejected': 0.00022411346435546875, 'mean': -0.0033948365598917007, 'log_var': 0.00571587635204196, 'epoch': 0.02}
{'train_recon_loss': 0.6897861957550049, 'train_kld': 0.0001052592124324292, 'train_accuracy': 0.75, 'rewards_chosen': -0.034149169921875, 'rewards_rejected': -0.0408935546875, 'embeddings_chosen': 0.000263214111328125, 'embeddings_rejected': 0.0003299713134765625, 'mean': -0.003288573119789362, 'log_var': 0.00424591451883316, 'epoch': 0.02}
{'train_recon_loss': 0.6924152374267578, 'train_kld': 9.019301796797663e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.0124969482421875, 'rewards_rejected': -0.0140380859375, 'embeddings_chosen': 8.487701416015625e-05, 'embeddings_rejected': 9.679794311523438e-05, 'mean': -0.002611481584608555, 'log_var': 0.004458628129214048, 'epoch': 0.02}
{'train_recon_loss': 0.684719443321228, 'train_kld': 9.747614240041003e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.034637451171875, 'rewards_rejected': -0.0517578125, 'embeddings_chosen': 0.00022220611572265625, 'embeddings_rejected': -0.00023746490478515625, 'mean': -0.003233602736145258, 'log_var': 0.006248657125979662, 'epoch': 0.02}
{'train_recon_loss': 0.6949260234832764, 'train_kld': 9.722347022034228e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.01325225830078125, 'rewards_rejected': -0.009735107421875, 'embeddings_chosen': 7.2479248046875e-05, 'embeddings_rejected': 0.0002307891845703125, 'mean': -0.0030375828500837088, 'log_var': 0.005228403024375439, 'epoch': 0.02}
{'train_recon_loss': 0.6890619397163391, 'train_kld': 0.00011034589988412336, 'train_accuracy': 0.75, 'rewards_chosen': -0.0259246826171875, 'rewards_rejected': -0.034149169921875, 'embeddings_chosen': 0.0002899169921875, 'embeddings_rejected': 0.00018024444580078125, 'mean': -0.0017320731421932578, 'log_var': 0.003973017912358046, 'epoch': 0.02}
{'train_recon_loss': 0.6949458122253418, 'train_kld': 9.086095815291628e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.01668548583984375, 'rewards_rejected': -0.013095855712890625, 'embeddings_chosen': 0.000278472900390625, 'embeddings_rejected': 0.0004138946533203125, 'mean': -0.0031777627300471067, 'log_var': 0.005449217744171619, 'epoch': 0.02}
{'train_recon_loss': 0.7022072076797485, 'train_kld': 9.573737770551816e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.03412961959838867, 'rewards_rejected': -0.0161590576171875, 'embeddings_chosen': 4.172325134277344e-05, 'embeddings_rejected': 0.0004177093505859375, 'mean': -0.0038431279826909304, 'log_var': 0.0027655940502882004, 'epoch': 0.02}
{'train_recon_loss': 0.6966646909713745, 'train_kld': 0.00010916714381892234, 'train_accuracy': 0.5, 'rewards_chosen': -0.01644134521484375, 'rewards_rejected': -0.0094757080078125, 'embeddings_chosen': 0.0003795623779296875, 'embeddings_rejected': 0.000186920166015625, 'mean': -0.0030433228239417076, 'log_var': 0.0043448214419186115, 'epoch': 0.02}
{'train_recon_loss': 0.6922736167907715, 'train_kld': 9.329860768048093e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.023509979248046875, 'rewards_rejected': -0.0257568359375, 'embeddings_chosen': 0.0003910064697265625, 'embeddings_rejected': 0.000179290771484375, 'mean': -0.002610565396025777, 'log_var': 0.0047669243067502975, 'epoch': 0.02}
{'train_recon_loss': 0.6829138994216919, 'train_kld': 0.00010330305667594075, 'train_accuracy': 1.0, 'rewards_chosen': -0.027374267578125, 'rewards_rejected': -0.048004150390625, 'embeddings_chosen': 1.245737075805664e-05, 'embeddings_rejected': 0.0003643035888671875, 'mean': -0.004626990761607885, 'log_var': 0.005510095972567797, 'epoch': 0.02}
{'train_recon_loss': 0.6915580034255981, 'train_kld': 9.279821824748069e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.02033233642578125, 'rewards_rejected': -0.0235748291015625, 'embeddings_chosen': 0.000286102294921875, 'embeddings_rejected': 0.0003147125244140625, 'mean': -0.003081113798543811, 'log_var': 0.004405627958476543, 'epoch': 0.02}
